Participant_ID,Petal_O_FGE,Fugal_O_FGE,Petal_R_FGE,Fugal_R_FGE,Petal_O_Left_FGE,Petal_O_Right_FGE,Fugal_O_Left_FGE,Fugal_O_Right_FGE,Petal_R_Left_FGE,Petal_R_Right_FGE,Fugal_R_Left_FGE,Fugal_R_Right_FGE,Petal_O_Lower_FGE,Petal_O_Upper_FGE,Fugal_O_Lower_FGE,Fugal_O_Upper_FGE,Petal_R_Lower_FGE,Petal_R_Upper_FGE,Fugal_R_Lower_FGE,Fugal_R_Upper_FGE,Petal_O_Inner_FGE,Petal_O_Outer_FGE,Fugal_O_Inner_FGE,Fugal_O_Outer_FGE,Petal_R_Inner_FGE,Petal_R_Outer_FGE,Fugal_R_Inner_FGE,Fugal_R_Outer_FGE
016,0.5460980453977261,0.48045949503049395,0.4301736085135659,0.6167438381398453,0.5654504335293067,0.5018511039916734,0.7557654616481523,0.3652185710364025,0.21286968698128084,0.5463414940337957,1.0387174585886485,0.3743483023061932,1.2481460430973497,-0.3081769572996501,0.2619746085653681,0.7173584423971382,0.3581935095077162,0.4943078567869028,0.39834997144050455,0.7224601701191294,-0.31924354803631694,0.708389978726945,1.8217803887421942,-0.029609440838049728,-0.06905855338887656,0.6580107162733674,1.4417571553194282,0.15472016617987686
017,1.8618331626967648,1.1710223816241796,0.7355213759458765,0.6652043311341884,2.1119881873620523,1.4617337206615222,1.104216884556382,1.4767648548040988,1.0514508052901586,0.667704440962414,0.2826808350503136,0.7951964519018369,2.0853841127879855,1.6486003194249048,0.9674158103067323,1.400355224976222,1.2307138229169439,0.3216725775110736,0.25939551775128256,1.0098635578795714,0.8592895843197477,4.1059081060976315,1.8069860187210345,0.6036128991151943,-0.008020167436872061,1.661169824769179,1.3476533476638484,-0.1441506989416117
018,1.1918234264577197,0.9265036691494707,0.4511574005988056,1.3163629963473387,1.319893956603301,1.0761389416006932,0.8682005136459546,0.9396770601680572,1.47186670588237,-0.03276671522784991,0.9057850489755348,1.4868008865988918,1.233375498474047,1.1252384268777467,1.1081598911666766,0.7540449343156217,0.6477308261004385,0.1259458193400459,1.6464926364021104,0.830657804559029,0.2026927863069854,2.3208916070762613,2.1095343554747132,-0.3323387052895442,-1.393575900926237,1.6322134755387716,3.1038442428270416,0.3179487448999988
019,2.0896583343634916,1.2601351130487475,0.6835986141432766,0.797812617349244,2.141348555893998,1.946131079931051,1.2512366888571682,1.4203375991243479,1.1296046812962286,-0.2702809245627169,0.6086565056995877,1.3112033318108538,2.3621785064970595,1.9112843698218256,1.4313673242784184,1.0921449590565018,1.3344449990051674,-0.13311221616369995,1.1727104868256442,0.8292849866591918,1.9974890067956528,2.3227333409489344,1.5072848745905043,0.9190920625384782,0.1850410166753247,0.8224044523982328,1.4047062630273817,0.4611592136930503
020,0.14208001289954098,0.8265706083286104,-0.13219861824397294,1.2029593555375615,0.16083835556806658,0.10887928011435655,0.5243923265512827,0.99628503468731755,0.2851003302027679,-0.5260715010304903,0.8821303954421852,1.8600419575005804,0.40862552186244017,0.062092235526612694,0.8544505594607104,0.9726542264544689,-0.16636745364740468,-0.48436670335148024,0.9852653777686348,1.891904040936038,-0.7698581344497453,1.5825608889590472,1.5997646208185752,-0.20628714909286217,-2.0463620152323085,0.1173514514427535,3.4973418579848166,0.4107429376217524
021,1.6855279975787385,1.2560435593966988,2.340231723300281,1.7748217775532389,1.717118937071545,1.6446690176648782,1.1470695025932713,1.383644757284672,2.121260018599384,2.60496678458313,1.9810558430907341,1.5291610233961972,1.9183870897166824,1.4793387191937475,1.1498532887301616,1.410491504449668,2.184862722244765,2.986820955140479,2.067927399941507,1.472273433199899,1.27468266018391,2.189141443968185,1.430049402157745,0.9355121034316629,1.2467024010673242,4.96854362625557,2.3770880226860895,1.2254056377074551
022,-0.022625123316322604,1.217606923612869,-0.36879786446864427,0.9873157134178056,-0.31649583139967996,0.4393920733525416,1.4370209000836889,0.9905581971839261,-0.47182518716939903,-0.21561758140014242,1.1496127799740206,0.6445076568848173,0.08853557344267693,-0.12448072832793033,0.9081339719858053,1.5530817349855663,-0.16415719464031975,-0.5839037219350538,0.8159864046877262,1.1931808775444857,-0.40241906420509244,0.44672839469144754,1.66832029230603,0.5723864133475347,-0.8238725666751592,-0.00876246992164642,1.5177572608899879,0.6099269426748672
023,0.4381144250443336,0.5612628915676434,0.0544435016364504,0.6730664844020995,0.9803930644810686,0.23022147866867093,0.09347855283335926,0.6703918857163667,0.5631731374031115,-0.9433395104554799,0.5711148301900242,0.8712746490606732,0.311285843733494,0.6506441505467615,0.5014750732373613,0.4868491937360726,-0.09333467269826357,0.14447636586851087,0.779258586773529,0.5943319682748434,0.47672546266007365,0.4694153769132319,0.6121427033653094,0.37993587631200776,0.21045738812778492,0.16335428308309807,0.8378084097836003,0.22719220573988652
024,0.6272329077247661,0.3244113056707008,0.034488265906186255,0.8576518183171238,0.7585362297776059,0.5042455927607389,0.34556712525566313,0.2782368262844903,-0.9278059166076668,0.6907607289165395,1.1552914137081123,0.6840688655152228,0.4457157171301188,0.7448795422200598,0.0758486155749104,0.4835206269299017,0.20616498226370883,-0.15453374412017196,1.136206239192736,0.6433214149679045,-1.4711171628664657,1.3606692202384163,0.7089826249261362,-0.2979858581560342,-0.6133993569205131,0.599535855681514,1.1192069694157287,0.5394620424877905
025,0.04341833299326758,0.8425605263899799,0.010220855254684857,0.5484038101123099,1.0294645198899153,-1.1206056977007666,0.2858725592067326,1.2770965514723822,-0.43513383085089496,0.21094602372322657,0.8334640978914619,0.4409689480588981,0.31498518942572273,-0.1907957437859369,0.520530320691972,1.1547147596092806,-0.24481814091640297,0.22465414726731425,0.5248957710959823,0.6957135885321462,-0.618700306815467,0.37339655353560475,0.7505644805965608,0.8510624429839746,-0.8571057668296318,0.31919528196053104,1.5218004674819516,-1.0616446800463388
026,1.5397687881621498,0.55117792365543,0.06812788980204221,0.44313218202013127,1.5293355680031846,1.4693712524938918,0.26560305559530406,1.1094681122125907,-0.040918729593522496,-0.019495727841150612,0.7091048329087174,0.419713678436005,2.0501270530829663,1.0554932302917517,0.8152159170272198,0.21988045073329687,0.2605772866824436,-0.23744175814298968,0.6881518225972205,0.09783329161081589,0.8229744128820109,3.490984541942151,1.0398866359629197,-0.2617075917481302,-0.771291307046698,0.5779939943553705,0.9957305772375756,0.15345705541185206
