version,block,trial,condition,valid,motion_direction,quadrant,eccentricity_dva,flash_relative_to_trajectory,jitter_dva,flash_onset_frame,flash_onset_ms,flash_frames,target_dva,target_x_dva,target_y_dva,probe_initial,probe_dva,probe_x_dva,probe_y_dva,foveal_offset,x_offset,y_offset
E2_v02022025,1,NA,centralcue,invalid_fixation,petal,lower_left,11,NaN,0,17,200,1,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
E2_v02022025,1,1,centralcue,valid,fugal,upper_right,7,NaN,0,15,176.470588235294,4,7,5.05778196197291,5.05778196197291,upper_right,10.7325076154158,8.50491219203984,6.64287312268493,3.73250761541583,3.49264049566506,1.60142101035004
E2_v02022025,1,2,centralcue,valid,fugal,lower_right,11,NaN,-1,27,317.647058823529,4,10,7.11402373423676,-7.11402373423676,centre,10.3066850634129,6.59541235635334,-7.98990821645144,0.306685063412852,-0.526094689276139,-0.89122560113221
E2_v02022025,1,3,centralcue,valid,petal,upper_right,7,NaN,-1,38,447.058823529412,4,6,3.9273558020264,3.9273558020264,lower_right,4.34996463317384,3.20798329467446,2.9440043911061,-1.65003536682616,-0.722140277879246,-0.986822612224035
E2_v02022025,1,4,centralcue,valid,petal,upper_left,11,NaN,0,17,200,4,11,-7.52960416350469,7.52960416350469,centre,6.50723609635421,-5.16669046236004,3.9774221870598,-4.49276390364579,2.39112190643472,-3.58474341968961
E2_v02022025,1,5,centralcue,valid,fugal,lower_left,7,NaN,0,15,176.470588235294,4,7,-5.05778196197291,-5.05778196197291,lower_left,8.04412054357844,-5.69638344824443,-5.71714762950057,1.04412054357844,-0.644238795999089,-0.665207600661175
E2_v02022025,1,6,centralcue,valid,fugal,lower_left,7,NaN,-1,11,129.411764705882,4,6,-4.36918916497228,-4.36918916497228,centre,6.31661297936443,-4.54454138537169,-4.40551856700931,0.316612979364425,-0.176417121387511,-0.0365432527864556
E2_v02022025,1,7,centralcue,valid,petal,upper_left,7,NaN,1,30,352.941176470588,4,8,-5.30487265963075,5.30487265963075,lower_left,6.70573617963841,-5.8451281863806,3.30943371260737,-1.29426382036159,-0.545390647018671,-2.00614414229099
E2_v02022025,1,8,centralcue,valid,fugal,upper_left,7,NaN,1,19,223.529411764706,4,8,-5.74491306592023,5.74491306592023,centre,8.14750351984416,-6.23099551087396,5.29090222478962,0.147503519844159,-0.491421446838803,-0.458240559736449
E2_v02022025,1,9,centralcue,valid,petal,upper_right,11,NaN,0,17,200,4,11,7.52960416350469,7.52960416350469,lower_right,6.44258320822497,3.90388973036009,5.14092612639847,-4.55741679177503,-3.65833002990831,-2.41705013339854
E2_v02022025,1,10,centralcue,valid,petal,upper_right,11,NaN,0,17,200,4,11,7.52960416350469,7.52960416350469,centre,8.35516800678558,6.57300771201238,5.20332946250983,-2.64483199321442,-0.971163064215003,-2.3542445205041
E2_v02022025,1,11,centralcue,valid,fugal,lower_left,11,NaN,-1,27,317.647058823529,4,10,-7.11402373423675,-7.11402373423676,upper_left,8.91180467345805,-6.95512333213182,-5.62684111458448,-1.08819532654195,0.161319636627547,1.50546107457423
E2_v02022025,1,12,centralcue,valid,petal,lower_right,11,NaN,0,17,200,4,11,7.52960416350469,-7.52960416350469,centre,7.44565415060325,5.81847035376336,-4.67777705098148,-3.55434584939675,-1.73416746932467,2.88261905490461
E2_v02022025,1,13,centralcue,valid,petal,lower_left,7,NaN,0,34,400,4,7,-4.61678280264094,-4.61678280264094,upper_left,7.15245111905175,-5.74343406405535,-4.29131644718539,0.152451119051753,-1.13579958335975,0.327438487078179
E2_v02022025,1,NA,centralcue,invalid_fixation,fugal,lower_right,7,NaN,1,19,223.529411764706,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
E2_v02022025,1,14,centralcue,valid,petal,lower_right,7,NaN,-1,38,447.058823529412,4,6,3.9273558020264,-3.9273558020264,upper_left,4.94419796430949,2.95820421477558,-3.96861429856823,-1.05580203569051,-0.972589213216987,-0.0414550059542688
E2_v02022025,1,15,centralcue,valid,fugal,upper_left,11,NaN,0,31,364.705882352941,4,11,-7.79562741124155,7.79562741124155,centre,7.17924446652267,-5.57824686149411,4.54798281751638,-3.82075553347733,2.24699939277413,-3.28293464468491
