version,block,trial,condition,valid,motion_direction,quadrant,eccentricity_dva,flash_relative_to_trajectory,jitter_dva,flash_onset_frame,flash_onset_ms,flash_frames,target_dva,target_x_dva,target_y_dva,probe_initial,probe_dva,probe_x_dva,probe_y_dva,foveal_offset,x_offset,y_offset
E2_v02022025,1,1,flashbaseline,valid,fugal,lower_right,11,above_trajectory,0,31,364.705882352941,4,11,9.16779144648083,-6.05484991354859,centre,10.4639580430819,7.98556847973969,-6.84988393091157,-0.536041956918083,-1.20898078911464,-0.805163031392434
E2_v02022025,1,2,flashbaseline,valid,petal,upper_right,7,below_trajectory,0,34,400,4,7,3.28763554154348,6.43342465455161,lower_left,8.7899997971925,4.93359138364203,7.31068780757883,1.7899997971925,1.65411285658689,0.889951707117776
E2_v02022025,1,3,flashbaseline,valid,petal,upper_left,7,below_trajectory,-1,38,447.058823529412,4,6,-2.59291637442202,5.74471024790289,centre,5.36400312990049,-2.15962282189744,4.91468417645011,-0.635996870099514,0.434033479976939,-0.837205243560242
E2_v02022025,1,4,flashbaseline,valid,petal,upper_right,11,above_trajectory,-1,22,258.823529411765,4,10,8.48764430567507,5.36519323471948,lower_left,8.51911147607867,6.70285042344887,5.30616292631743,-1.48088852392133,-1.81607497114885,-0.0595451948752488
E2_v02022025,1,5,flashbaseline,valid,fugal,upper_right,7,below_trajectory,1,19,223.529411764706,4,8,3.98138835036701,7.12027723411205,centre,7.30022144885844,4.11487717335,6.05068813555577,-0.699778551141565,0.134157223615592,-1.08374810947815
E2_v02022025,1,6,flashbaseline,valid,fugal,upper_right,7,below_trajectory,-1,11,129.411764705882,4,6,2.59291637442202,5.74471024790289,lower_right,4.44256894731861,1.7725878494845,4.07621072105444,-1.55743105268139,-0.821478039720996,-1.68045452960633
E2_v02022025,1,7,flashbaseline,valid,fugal,lower_right,11,above_trajectory,0,31,364.705882352941,4,11,9.16779144648083,-6.05484991354859,centre,9.61241558682134,7.64716656915788,-5.8934866210485,-1.38758441317866,-1.55355927399204,0.163130099830556
E2_v02022025,1,8,flashbaseline,valid,petal,upper_right,11,above_trajectory,-1,22,258.823529411765,4,10,8.48764430567507,5.36519323471948,lower_left,7.10836598354635,6.02766548477642,3.79567409076677,-2.89163401645365,-2.49869347899918,-1.57929341256353
E2_v02022025,1,9,flashbaseline,valid,petal,lower_left,11,below_trajectory,1,13,152.941176470588,4,12,-6.74275009917573,-9.84534259882253,centre,8.26983479962611,-4.32422244408971,-7.07585347468044,-3.73016520037389,2.44012324268618,2.82905332185713
E2_v02022025,1,10,flashbaseline,valid,fugal,upper_left,11,above_trajectory,-1,27,317.647058823529,4,10,-8.48764430567507,5.36519323471948,lower_left,8.50267951167473,-7.64017373498911,3.77594333813692,-1.49732048832527,0.864432783910627,-1.59909531681387
E2_v02022025,1,11,flashbaseline,valid,petal,lower_right,7,above_trajectory,0,34,400,4,7,6.43342465455161,-3.28763554154348,centre,5.52076019455242,4.6569443647677,-2.97816010854981,-1.47923980544758,-1.7927869329619,0.310400285567035
E2_v02022025,1,12,flashbaseline,valid,petal,upper_left,7,below_trajectory,1,30,352.941176470588,4,8,-3.98138835036701,7.12027723411205,lower_left,7.19675345638843,-4.67643920923801,5.49456969509334,-0.80324654361157,-0.699007656767685,-1.64523152028403
E2_v02022025,1,13,flashbaseline,valid,fugal,upper_left,7,below_trajectory,0,15,176.470588235294,4,7,-3.28763554154348,6.43342465455161,centre,6.07216694282582,-3.91499702697882,4.65598870731444,-0.927833057174184,-0.629827561165941,-1.79374798829989
E2_v02022025,1,14,flashbaseline,valid,petal,lower_left,11,above_trajectory,1,13,152.941176470588,4,12,-9.84534259882253,-6.74275009917573,upper_left,8.87893096079439,-7.18894516479421,-5.26591120121181,-3.12106903920561,2.71445947033943,1.49292458313772
E2_v02022025,1,15,flashbaseline,valid,petal,lower_left,7,below_trajectory,1,30,352.941176470588,4,8,-3.98138835036701,-7.12027723411205,centre,6.53806025170683,-2.46158248412639,-6.06438663396202,-1.46193974829317,1.52435107946943,1.06990023955057
