version,block,trial,condition,valid,motion_direction,quadrant,eccentricity_dva,flash_relative_to_trajectory,jitter_dva,flash_onset_frame,flash_onset_ms,flash_frames,target_dva,target_x_dva,target_y_dva,probe_initial,probe_dva,probe_x_dva,probe_y_dva,foveal_offset,x_offset,y_offset
E2_v02022025,1,1,flashbaseline,valid,petal,upper_right,11,above_trajectory,1,13,152.941176470588,4,12,9.84534259882253,6.74275009917573,centre,9.37307764894315,8.26557317549483,4.48163388890162,-2.62692235105685,-1.61957604623053,-2.28204731458865
E2_v02022025,1,2,flashbaseline,valid,fugal,lower_right,7,above_trajectory,-1,11,129.411764705882,4,6,5.74471024790289,-2.59291637442202,lower_left,4.9781146200383,4.08750477389772,-2.85112102131859,-1.0218853799617,-1.66911265665019,-0.258786981164528
E2_v02022025,1,3,flashbaseline,valid,fugal,lower_right,7,below_trajectory,-1,11,129.411764705882,4,6,2.59291637442202,-5.74471024790289,centre,5.43538093483842,2.14137060843407,-5.00042638307108,-0.564619065161581,-0.452310336819576,0.750834483650662
E2_v02022025,1,4,flashbaseline,valid,petal,lower_right,11,above_trajectory,-1,22,258.823529411765,4,10,8.48764430567507,-5.36519323471948,lower_right,8.02633375020338,6.64723905424192,-4.53899678669783,-1.97366624979662,-1.8723896280834,0.832355363680008
E2_v02022025,1,5,flashbaseline,valid,fugal,upper_right,7,above_trajectory,1,19,223.529411764706,4,8,7.12027723411205,3.98138835036701,centre,6.44108562243972,5.63484409690168,3.14046633615659,-1.55891437756028,-1.50373248200081,-0.844132800795539
E2_v02022025,1,NA,flashbaseline,invalid_fixation,fugal,lower_left,7,above_trajectory,-1,11,129.411764705882,4,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
E2_v02022025,1,6,flashbaseline,valid,petal,lower_right,7,below_trajectory,-1,38,447.058823529412,4,6,2.59291637442202,-5.74471024790289,centre,4.6053944205683,1.77643214922853,-4.25171070350002,-1.3946055794317,-0.817630837397928,1.50416057601704
E2_v02022025,1,7,flashbaseline,valid,fugal,lower_left,7,below_trajectory,0,15,176.470588235294,4,7,-3.28763554154348,-6.43342465455161,upper_right,6.13708814838775,-3.23540952235828,-5.22603586956133,-0.862911851612253,0.0523956064747697,1.21983746141851
E2_v02022025,1,8,flashbaseline,valid,fugal,upper_right,7,below_trajectory,1,19,223.529411764706,4,8,3.98138835036701,7.12027723411205,centre,6.10122723169365,3.06526672791212,5.2853700344507,-1.89877276830635,-0.919535521407393,-1.85609652380838
E2_v02022025,1,9,flashbaseline,valid,petal,upper_right,7,below_trajectory,0,34,400,4,7,3.28763554154348,6.43342465455161,upper_right,6.25423402171706,2.7564950630608,5.6226489882986,-0.745765978282943,-0.53260937866956,-0.819774940756102
E2_v02022025,1,10,flashbaseline,valid,fugal,upper_left,7,above_trajectory,1,19,223.529411764706,4,8,-7.12027723411205,3.98138835036701,centre,7.59910967198053,-6.60091827265284,3.7983558711451,-0.400890328019469,0.526866032217353,-0.183878238548344
E2_v02022025,1,NA,flashbaseline,invalid_fixation,fugal,lower_left,11,above_trajectory,0,31,364.705882352941,4,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
E2_v02022025,1,11,flashbaseline,valid,petal,lower_right,11,above_trajectory,1,13,152.941176470588,4,12,9.84534259882253,-6.74275009917573,centre,9.12203117458648,7.10597882356192,-5.77866931735538,-2.87796882541352,-2.79853552645407,0.975613643444724
E2_v02022025,1,NA,flashbaseline,invalid_fixation,petal,upper_left,7,below_trajectory,0,34,400,4,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
E2_v02022025,1,12,flashbaseline,valid,petal,lower_left,11,below_trajectory,1,13,152.941176470588,4,12,-6.74275009917573,-9.84534259882253,centre,10.1058171073439,-5.42517032326319,-8.57678770079019,-1.89418289265606,1.3323687627072,1.3017471747677
E2_v02022025,1,NA,flashbaseline,invalid_fixation,fugal,upper_left,11,above_trajectory,0,31,364.705882352941,4,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
E2_v02022025,1,13,flashbaseline,valid,petal,upper_right,11,above_trajectory,1,13,152.941176470588,4,12,9.84534259882253,6.74275009917573,centre,11.5463075893792,10.29055869146,5.35060541028644,-0.453692410620757,0.459243791691696,-1.40755394807179
E2_v02022025,1,14,flashbaseline,valid,petal,upper_left,11,below_trajectory,0,17,200,4,11,-6.05484991354859,9.16779144648083,lower_right,9.71322095724316,-6.25476105229135,7.490245568027,-1.28677904275684,-0.202235229950769,-1.71312099856943
E2_v02022025,1,15,flashbaseline,valid,fugal,upper_right,11,above_trajectory,1,35,411.764705882353,4,12,9.84534259882253,6.74275009917573,centre,11.2014088481757,9.04762224580218,6.71442662512457,-0.798591151824329,-0.819762167733283,-0.0287177071326067
E2_v02022025,1,16,flashbaseline,valid,petal,upper_left,11,below_trajectory,0,17,200,4,11,-6.05484991354859,9.16779144648083,upper_right,9.87148562534257,-5.9580148592989,7.92725613670806,-1.12851437465743,0.0979070219820656,-1.26840443992764
E2_v02022025,1,17,flashbaseline,valid,petal,upper_right,7,above_trajectory,-1,38,447.058823529412,4,6,5.74471024790289,2.59291637442202,centre,4.65169330747184,4.2224342743086,1.95882516702631,-1.34830669252816,-1.53357701381735,-0.635073228856276
E2_v02022025,1,18,flashbaseline,valid,fugal,lower_left,11,above_trajectory,0,31,364.705882352941,4,11,-9.16779144648083,-6.05484991354859,upper_right,9.41485451881218,-7.74541990459354,-5.4179244098526,-1.58514548118782,1.45358045297898,0.643332602744099
E2_v02022025,1,19,flashbaseline,valid,petal,lower_left,11,below_trajectory,1,13,152.941176470588,4,12,-6.74275009917573,-9.84534259882253,centre,9.98961829530043,-5.81675654935135,-8.17699450836823,-2.01038170469957,0.937144469446736,1.70992746344562
E2_v02022025,1,20,flashbaseline,valid,fugal,upper_right,11,above_trajectory,-1,27,317.647058823529,4,10,8.48764430567507,5.36519323471948,lower_left,8.58768071461626,7.63752773801387,3.97320974211689,-1.41231928538374,-0.86712576162487,-1.40105985869954
E2_v02022025,1,21,flashbaseline,valid,petal,lower_left,7,above_trajectory,0,34,400,4,7,-6.43342465455161,-3.28763554154348,centre,6.20436778713663,-5.47283645657343,-2.94055032514421,-0.79563221286337,0.970963915844688,0.348109336770028
E2_v02022025,1,22,flashbaseline,valid,petal,lower_right,7,below_trajectory,0,34,400,4,7,3.28763554154348,-6.43342465455161,upper_left,6.10169155779244,2.84939370765708,-5.40438552706599,-0.898308442207565,-0.439494752680825,1.04001405061933
E2_v02022025,1,23,flashbaseline,valid,petal,upper_left,7,below_trajectory,1,30,352.941176470588,4,8,-3.98138835036701,7.12027723411205,centre,7.4536287922976,-3.86079830574479,6.39502851139668,-0.546371207702402,0.121156459130596,-0.735401531659483
E2_v02022025,1,24,flashbaseline,valid,fugal,upper_left,11,below_trajectory,1,35,411.764705882353,4,12,-6.74275009917573,9.84534259882253,lower_right,12.0857661869471,-8.11515455675559,9.07557866753061,0.085766186947092,-1.39553200246713,-0.791100310626822
E2_v02022025,1,25,flashbaseline,valid,fugal,upper_left,7,above_trajectory,1,19,223.529411764706,4,8,-7.12027723411205,3.98138835036701,centre,8.03613147926438,-7.08987456751517,3.82210805417043,0.0361314792643785,0.030875023382024,-0.160020918381877
E2_v02022025,1,26,flashbaseline,valid,fugal,lower_right,11,above_trajectory,0,31,364.705882352941,4,11,9.16779144648083,-6.05484991354859,lower_right,9.15950160652212,7.05406224852586,-5.90186281847431,-1.84049839347788,-2.15590203868608,0.154664587883625
E2_v02022025,1,27,flashbaseline,valid,fugal,lower_right,11,above_trajectory,-1,27,317.647058823529,4,10,8.48764430567507,-5.36519323471948,centre,9.7783364556021,8.42886790884073,-5.02887486804468,-0.221663544397904,-0.0600761349966597,0.339097699896962
E2_v02022025,1,NA,flashbaseline,invalid_fixation,petal,lower_left,7,above_trajectory,1,30,352.941176470588,4,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
E2_v02022025,1,28,flashbaseline,valid,fugal,lower_left,7,above_trajectory,-1,11,129.411764705882,4,6,-5.74471024790289,-2.59291637442202,centre,5.25977983261477,-4.68580399403835,-2.39993335033023,-0.740220167385231,1.06763582404989,0.193349300507083
E2_v02022025,1,29,flashbaseline,valid,fugal,lower_left,11,above_trajectory,0,31,364.705882352941,4,11,-9.16779144648083,-6.05484991354859,lower_right,10.2456183916659,-8.13344458010524,-6.31464061610977,-0.754381608334116,1.05819872253497,-0.26284006187185
E2_v02022025,1,30,flashbaseline,valid,petal,upper_left,7,below_trajectory,0,34,400,4,7,-3.28763554154348,6.43342465455161,centre,6.14337016125463,-3.36235616003009,5.15333143791732,-0.856629838745373,-0.0749727911626825,-1.29310640609151
E2_v02022025,1,31,flashbaseline,valid,fugal,upper_left,11,above_trajectory,0,31,364.705882352941,4,11,-9.16779144648083,6.05484991354858,upper_left,9.18858124686658,-7.94292095138561,4.67911488761285,-1.81141875313342,1.25244301008442,-1.38767423074167
E2_v02022025,1,32,flashbaseline,valid,petal,lower_left,7,above_trajectory,1,30,352.941176470588,4,8,-7.12027723411205,-3.98138835036701,centre,8.20197563154472,-7.18875577830309,-3.99063366663178,0.201975631544725,-0.0695574674448374,-0.00929020690188753
E2_v02022025,2,33,centralcue,valid,petal,upper_right,11,NaN,1,13,152.941176470588,4,12,8.20988099693041,8.20988099693041,centre,7.77530497470983,5.97552433788022,5.01092779024666,-4.22469502529017,-2.26806480955558,-3.23933572568116
E2_v02022025,2,34,centralcue,valid,petal,upper_left,7,NaN,-1,38,447.058823529412,4,6,-3.9273558020264,3.9273558020264,lower_right,3.91774611787003,-2.68815536858123,2.85419178835233,-2.08225388212997,1.24319357355168,-1.07683635045413
E2_v02022025,2,35,centralcue,valid,petal,upper_right,7,NaN,-1,38,447.058823529412,4,6,3.9273558020264,3.9273558020264,centre,3.88821755053045,2.94534763319755,2.54281233065295,-2.11178244946955,-0.985476214804102,-1.3887630804213
E2_v02022025,2,36,centralcue,valid,petal,lower_right,7,NaN,1,30,352.941176470588,4,8,5.30487265963075,-5.30487265963075,upper_right,6.0095727471769,4.05209015705072,-4.45275781668646,-1.9904272528231,-1.26102033712606,0.858275275519068
E2_v02022025,2,37,centralcue,valid,fugal,lower_left,7,NaN,-1,11,129.411764705882,4,6,-4.36918916497228,-4.36918916497228,centre,5.3691784797027,-3.67497691134925,-3.92514654034975,-0.630821520297295,0.697618678014207,0.446370403420344
