version,block,trial,condition,valid,motion_direction,quadrant,eccentricity_dva,flash_relative_to_trajectory,jitter_dva,flash_onset_frame,flash_onset_ms,flash_frames,target_dva,target_x_dva,target_y_dva,probe_initial,probe_dva,probe_x_dva,probe_y_dva,foveal_offset,x_offset,y_offset
E2_v02022025,1,1,motion_flash,valid,petal,upper_right,11,below_trajectory,-1,22,258.823529411765,4,10,6.67626771403078,6.67626771403078,centre,5.34223556380834,3.65255809224102,3.90906040505265,-4.65776443619166,-3.04626087417419,-2.78930593450137
E2_v02022025,1,2,motion_flash,valid,fugal,lower_left,11,above_trajectory,1,35,411.764705882353,4,12,-8.47501820494743,-8.47501820494743,lower_right,12.3371847050689,-8.7306074193439,-8.85180632630561,0.337184705068859,-0.261437649373558,-0.38553130907664
E2_v02022025,1,3,motion_flash,valid,petal,lower_left,11,above_trajectory,1,13,152.941176470588,4,12,-8.20988099693041,-8.20988099693041,centre,7.80846058863519,-6.00045437906052,-5.03326602379795,-4.19153941136481,2.24289951593908,3.2168963680307
E2_v02022025,1,4,motion_flash,valid,petal,upper_right,7,below_trajectory,1,30,352.941176470588,4,8,5.30487265963075,5.30487265963075,lower_left,5.09829395894295,3.65294132934641,3.56612983194681,-2.90170604105705,-1.66171843007572,-1.74879819647098
E2_v02022025,1,5,motion_flash,valid,petal,upper_left,11,above_trajectory,0,17,200,4,11,-7.52960416350469,7.52960416350469,centre,7.7602067239573,-6.13553149365956,4.78784466463473,-3.2397932760427,1.4138726228036,-2.77206663035076
E2_v02022025,1,6,motion_flash,valid,fugal,lower_left,7,below_trajectory,0,15,176.470588235294,4,7,-5.05778196197291,-5.05778196197291,lower_left,7.2016525321349,-5.18501049395469,-5.02524734687678,0.201652532134898,-0.128250331028156,0.0327878150386671
E2_v02022025,1,7,motion_flash,valid,petal,lower_right,7,above_trajectory,-1,38,447.058823529412,4,6,3.9273558020264,-3.9273558020264,centre,4.78283923907494,3.35276918350628,-3.41872375194252,-1.21716076092506,-0.576897415942741,0.510717964597788
E2_v02022025,1,8,motion_flash,valid,petal,upper_right,11,below_trajectory,1,13,152.941176470588,4,12,8.20988099693041,8.20988099693041,lower_right,7.30085483191741,5.43108133425057,4.90838153539468,-4.69914516808259,-2.81685625753723,-3.3423137588643
E2_v02022025,1,9,motion_flash,valid,fugal,upper_right,7,below_trajectory,-1,11,129.411764705882,4,6,4.36918916497228,4.36918916497228,centre,6.14540400140592,4.63228757317892,4.05591891428346,0.145404001405923,0.264727155928811,-0.314967417464459
E2_v02022025,1,10,motion_flash,valid,petal,upper_right,7,below_trajectory,0,34,400,4,7,4.61678280264094,4.61678280264094,lower_left,4.32506725960701,3.22831336751193,2.88432281659101,-2.67493274039299,-1.39479116989889,-1.73950437513735
E2_v02022025,1,11,motion_flash,valid,fugal,lower_right,11,below_trajectory,-1,27,317.647058823529,4,10,7.11402373423676,-7.11402373423676,centre,9.70439124927615,6.8413489610711,-6.94810883113611,-0.295608750723853,-0.276757597784993,0.168438358386956
E2_v02022025,1,12,motion_flash,valid,fugal,lower_right,7,below_trajectory,1,19,223.529411764706,4,8,5.74491306592023,-5.74491306592023,lower_right,7.40204542684743,5.22145655840557,-5.27564077038867,-0.597954573152568,-0.528268771046681,0.473631500087663
E2_v02022025,1,13,motion_flash,valid,fugal,lower_right,7,below_trajectory,-1,11,129.411764705882,4,6,4.36918916497228,-4.36918916497228,centre,6.09121089379302,4.35846460361718,-4.27160975259115,0.0912108937930185,-0.0107870139409074,0.0981362815227682
E2_v02022025,1,14,motion_flash,valid,petal,lower_left,11,below_trajectory,-1,22,258.823529411765,4,10,-6.67626771403078,-6.67626771403078,upper_left,7.43221408920411,-5.39599492959849,-5.1411169810084,-2.56778591079589,1.29442335676551,1.55131013857876
E2_v02022025,1,15,motion_flash,valid,fugal,lower_right,11,below_trajectory,0,31,364.705882352941,4,11,7.79562741124155,-7.79562741124155,centre,7.74278170754855,5.43985229811811,-5.54298716359895,-3.25721829245145,-2.38645309674585,2.28253771096877
E2_v02022025,1,16,motion_flash,valid,fugal,lower_left,11,above_trajectory,1,35,411.764705882353,4,12,-8.47501820494743,-8.47501820494743,lower_right,10.8859317630169,-8.30325418613081,-7.13875223286,-1.11406823698311,0.175499203919342,1.36119399235285
E2_v02022025,1,17,motion_flash,valid,fugal,upper_right,11,below_trajectory,1,35,411.764705882353,4,12,8.47501820494743,8.47501820494743,centre,6.93938130117675,4.7985438067595,5.03632070588405,-5.06061869882325,-3.72233311649132,-3.48374211824163
E2_v02022025,1,18,motion_flash,valid,petal,upper_left,7,above_trajectory,-1,38,447.058823529412,4,6,-3.9273558020264,3.9273558020264,upper_left,7.20251270468229,-5.66418647592778,4.47800060100092,1.20251270468229,-1.74864965798529,0.553605197418293
E2_v02022025,1,19,motion_flash,valid,petal,upper_left,11,below_trajectory,1,13,152.941176470588,4,12,-8.20988099693041,8.20988099693041,centre,5.59638229791382,-4.24597040200809,3.65907307849628,-6.40361770208618,4.00623258445784,-4.59261746126318
E2_v02022025,1,20,motion_flash,valid,fugal,upper_left,11,below_trajectory,0,31,364.705882352941,4,11,-7.79562741124155,7.79562741124155,lower_left,7.69755166902732,-6.17699221144881,4.62884695371386,-3.30244833097268,1.64260554431721,-3.20181003091091
E2_v02022025,1,21,motion_flash,valid,fugal,upper_left,7,below_trajectory,0,15,176.470588235294,4,7,-5.05778196197291,5.05778196197291,centre,9.48163868917784,-7.36103167788664,6.04231648906208,2.48163868917784,-2.32955526285055,0.993756139809824
E2_v02022025,1,22,motion_flash,valid,fugal,upper_left,7,above_trajectory,-1,11,129.411764705882,4,6,-4.36918916497228,4.36918916497228,lower_right,9.23536534295496,-7.08513780720929,5.98446896550939,3.23536534295496,-2.74170176887069,1.62821051041828
E2_v02022025,1,23,motion_flash,valid,fugal,upper_right,11,above_trajectory,0,31,364.705882352941,4,11,7.79562741124155,7.79562741124155,centre,9.03070805992228,6.70683573530654,6.1028148126685,-1.96929194007772,-1.10631605671906,-1.71757682965946
